Roanoke-Blacksburg Regional Airport                    Roanoke                     United States               ROA  KROA   37.32051     -79.97038           5    -5
Kangra Airport                                         Kangra                      India                       DHM  VIGG   32.1651000977  76.2633972168  2525   5.5
Dibrugarh Airport                                      Mohanbari                   India                       DIB  VEMN   27.4839000702  95.0168991089   362   5.5
Diu Airport                                            Diu                         India                       DIU  VA1P   20.7131004333  70.9210968018    31   5.5
Dimapur Airport                                        Dimapur                     India                       DMU  VEMR   25.8838996887  93.7711029053   487   5.5
Lokpriya Gopinath Bordoloi International Airport       Guwahati                    India                       GAU  VEGT   26.1061000824   91.585899353   162   5.5
Gaya Airport                                           Gaya                        India                       GAY  VEGY   24.7443008423  84.9512023926   380   5.5
Sigiriya Air Force Base                                Sigiriya                    Sri Lanka                   GIU  VCCS    7.9566698074  80.7285003662   630   5.5
Dabolim Airport                                        Goa                         India                       GOI  VAGO   15.3808002472  73.8313980103   150   5.5
Gorakhpur Airport                                      Gorakhpur                   India                       GOP  VEGK   26.7397003174  83.4496994019   259   5.5
Ampara Airport                                         Galoya                      Sri Lanka                   GOY  VCCG         7.33776       81.62594   150   5.5
Gwalior Airport                                        Gwalior                     India                       GWL  VIGR   26.2933006287  78.2277984619   617   5.5
Hubli Airport                                          Hubli                       India                       HBX  VAHB    15.361700058  75.0848999023  2171   5.5
Khajuraho Airport                                      Khajuraho                   India                       HJR  VAKJ    24.817199707  79.9186019897   728   5.5
Mattala Rajapaksa International Airport                Mattala                     Sri Lanka                   HRI  VCRI        6.284467      81.124128   157   5.5
Devi Ahilyabai Holkar Airport                          Indore                      India                       IDR  VAID   22.7217998505  75.8011016846  1850   5.5
Imphal Airport                                         Imphal                      India                       IMF  VEIM   24.7600002289   93.896697998  2540   5.5
Gandhinagar Airport                                    Nasik Road                  India                       ISK  VANR   19.9636993408  73.8076019287  1959   5.5
Agartala Airport                                       Agartala                    India                       IXA  VEAT   23.8869991302  91.2404022217    46   5.5
Bagdogra Airport                                       Baghdogra                   India                       IXB  VEBD   26.6812000275  88.3285980225   412   5.5
Chandigarh Airport                                     Chandigarh                  India                       IXC  VICG    30.673500061  76.7884979248  1012   5.5
Allahabad Airport                                      Allahabad                   India                       IXD  VIAL   25.4400997162  81.7339019775   322   5.5
Mangalore International Airport                        Mangalore                   India                       IXE  VOML   12.9612998962  74.8900985718   337   5.5
Belgaum Airport                                        Belgaum                     India                       IXG  VABM   15.8592996597  74.6183013916  2487   5.5
Kailashahar Airport                                    Kailashahar                 India                       IXH  VEKR   24.3082008362  92.0072021484    79   5.5
North Lakhimpur Airport                                Lilabari                    India                       IXI  VELR   27.2954998016  94.0976028442   330   5.5
Jammu Airport                                          Jammu                       India                       IXJ  VIJU   32.6890983582  74.8374023438  1029   5.5
Keshod Airport                                         Keshod                      India                       IXK  VAKS   21.3171005249   70.270401001   167   5.5
Leh Kushok Bakula Rimpochee Airport                    Leh                         India                       IXL  VILH   34.1358985901  77.5465011597 10682   5.5
Madurai Airport                                        Madurai                     India                       IXM  VOMD    9.8345098496  78.0933990479   459   5.5
Birsa Munda Airport                                    Ranchi                      India                       IXR  VERC   23.3143005371  85.3217010498  2148   5.5
Silchar Airport                                        Silchar                     India                       IXS  VEKU   24.9129009247  92.9786987305   352   5.5
Aurangabad Airport                                     Aurangabad                  India                       IXU  VAAU   19.8626995087  75.3981018066  1911   5.5
Jamshedpur Airport                                     Jamshedpur                  India                       IXW  VEJS   22.8131999969   86.168800354   475   5.5
Kandla Airport                                         Kandla                      India                       IXY  VAKE   23.1126995087  70.1003036499    96   5.5
Vir Savarkar International Airport                     Port Blair                  India                       IXZ  VOPB   11.6412000656  92.7296981812    14   5.5
Kankesanturai Airport                                  Jaffna                      Sri Lanka                   JAF  VCCJ    9.7923297882   80.070098877    33   5.5
Jaipur International Airport                           Jaipur                      India                       JAI  VIJP   26.8241996765  75.8122024536  1263   5.5
Jodhpur Airport                                        Jodhpur                     India                       JDH  VIJO   26.2511005402  73.0488967896   717   5.5
Jamnagar Airport                                       Jamnagar                    India                       JGA  VAJM   22.4654998779  70.0126037598    69   5.5
Jabalpur Airport                                       Jabalpur                    India                       JLR  VAJB   23.1777992249  80.0520019531  1624   5.5
Jorhat Airport                                         Jorhat                      India                       JRH  VEJT   26.7315006256  94.1754989624   311   5.5
Jaisalmer Airport                                      Jaisalmer                   India                       JSA  VIJR   26.8887004852  70.8649978638   751   5.5
Koggala Airport                                        Koggala                     Sri Lanka                   KCT  VCCK    5.9936800003  80.3202972412    10   5.5
Kolhapur Airport                                       Kolhapur                    India                       KLH  VAKP   16.6646995544  74.2893981934  1996   5.5
Kanpur Airport                                         Kanpur                      India                       KNU  VIKA    26.441400528  80.3648986816   411   5.5
Kota Airport                                           Kota                        India                       KTU  VIKO    25.160200119  75.8455963135   896   5.5
Kullu Manali Airport                                   Kulu                        India                       KUU  VIBR   31.8766994476  77.1544036865  3573   5.5
Chaudhary Charan Singh International Airport           Lucknow                     India                       LKO  VILK   26.7605991364  80.8892974854   410   5.5
Ludhiana Airport                                       Ludhiaha                    India                       LUH  VILD   30.8547000885  75.9525985718   834   5.5
Chennai International Airport                          Madras                      India                       MAA  VOMM   12.9900054932  80.1692962646    52   5.5
Mysore Airport                                         Mysore                      India                       MYQ  VOMY   12.3072004318  76.6496963501  2349   5.5
Dr. Babasaheb Ambedkar International Airport           Nagpur                      India                       NAG  VANP   21.0921993256   79.047203064  1033   5.5
Nanded Airport                                         Nanded                      India                       NDC  VAND   19.1833000183  77.3167037964  1250   5.5
Daman Airport                                          Daman                       India                       NMB  VADN   20.4344005585  72.8432006836    33   5.5
Bilaspur Airport                                       Bilaspur                    India                       PAB  VABI   21.9883995056   82.111000061   899   5.5
Lok Nayak Jayaprakash Airport                          Patina                      India                       PAT  VEPT    25.591299057  85.0879974365   170   5.5
Porbandar Airport                                      Porbandar                   India                       PBD  VAPR   21.6487007141  69.6572036743    23   5.5
Pantnagar Airport                                      Nainital                    India                       PGH  VIPT   29.0333995819  79.4737014771   769   5.5
Pune Airport                                           Pune                        India                       PNQ  VAPO   18.5820999146  73.9197006226  1942   5.5
Pondicherry Airport                                    Pendicherry                 India                       PNY  VOPC   11.9687004089  79.8100967407   118   5.5
Rajkot Airport                                         Rajkot                      India                       RAJ  VARK   22.3092002869  70.7795028687   441   5.5
Rajahmundry Airport                                    Rajahmundry                 India                       RJA  VORY   17.1103992462  81.8181991577   151   5.5
Colombo Ratmalana Airport                              Colombo                     Sri Lanka                   RML  VCCC    6.8219900131  79.8861999512    22   5.5
Raipur Airport                                         Raipur                      India                       RPR  VARP   21.1804008484  81.7388000488  1041   5.5
Rourkela Airport                                       Rourkela                    India                       RRK  VERK   22.2567005157  84.8145980835   659   5.5
Shillong Airport                                       Shillong                    India                       SHL  VEBI   25.7035999298  91.9786987305  2910   5.5
Shimla Airport                                         Shimla                      India                       SLV  VISM         31.0818      77.068001  5072   5.5
Solapur Airport                                        Sholapur                    India                       SSE  VASL   17.6280002594  75.9347991943  1584   5.5
Surat Airport                                          Surat                       India                       STV  VASU   21.1140995026  72.7417984009    16   5.5
Sheikh ul Alam Airport                                 Srinagar                    India                       SXR  VISR   33.9870986938  74.7742004395  5429   5.5
Tezpur Airport                                         Tezpur                      India                       TEZ  VETZ   26.7091007233  92.7846984863   240   5.5
Tirupati Airport                                       Tirupeti                    India                       TIR  VOTP   13.6324996948   79.543296814   350   5.5
Satna Airport                                          Satna                       India                       TNI  VIST   24.5622997284  80.8548965454  1060   5.5
China Bay Airport                                      Trinciomalee                Sri Lanka                   TRR  VCCT    8.5385103226  81.1819000244     6   5.5
Trivandrum International Airport                       Trivandrum                  India                       TRV  VOTV    8.4821195602  76.9200973511    15   5.5
Tiruchirapally Civil Airport Airport                   Tiruchirappalli             India                       TRZ  VOTR   10.7653999329  78.7097015381   288   5.5
Maharana Pratap Airport                                Udaipur                     India                       UDR  VAUD   24.6177005768  73.8961029053  1684   5.5
Vijayawada Airport                                     Vijayawada                  India                       VGA  VOBZ   16.5303993225  80.7967987061    82   5.5
Lal Bahadur Shastri Airport                            Varanasi                    India                       VNS  VIBN   25.4524002075  82.8592987061   266   5.5
Vishakhapatnam Airport                                 Vishakhapatnam              India                       VTZ  VEVZ    17.721200943  83.2245025635    15   5.5
Weerawila Airport                                      Wirawila                    Sri Lanka                   WRZ  VCCW    6.2544898987  81.2351989746    50   5.5
Bhadrapur Airport                                      Chandragarhi                Nepal                       BDP  VNCG   26.5708007812  88.0795974731   300  5.75
Bhojpur Airport                                        Bhojpur                     Nepal                       BHP  VNBJ   27.1473999023  87.0507965088  4000  5.75
Bharatpur Airport                                      Bharatpur                   Nepal                       BHR  VNBP   27.6781005859   84.429397583   600  5.75
Biratnagar Airport                                     Biratnagar                  Nepal                       BIR  VNVT   26.4815006256   87.263999939   236  5.75
Bajhang Airport                                        Bajhang                     Nepal                       BJH  VNBG   29.5389995575  81.1854019165  4100  5.75
Bajura Airport                                         Bajura                      Nepal                       BJU  VNBR   29.5020008087  81.6689987183  4300  5.75
Gautam Buddha Airport                                  Bhairawa                    Nepal                       BWA  VNBW       27.505685      83.416293   358  5.75
Dhangarhi Airport                                      Dhangarhi                   Nepal                       DHI  VNDH   28.7532997131  80.5819015503   690  5.75
Tulsipur Airport                                       Dang                        Nepal                       DNP  VNDG   28.1110992432  82.2941970825  2100  5.75
Dolpa Airport                                          Dolpa                       Nepal                       DOP  VNDP   28.9857006073  82.8190994263  8200  5.75
Simikot Airport                                        Simikot                     Nepal                       IMK  VNST   29.9710998535   81.818901062  9246  5.75
Jomsom Airport                                         Jomsom                      Nepal                       JMO  VNJS       28.780426         83.723  9000  5.75
Jumla Airport                                          Jumla                       Nepal                       JUM  VNJL   29.2742004395  82.1932983398  7700  5.75
Nepalgunj Airport                                      Nepalgunj                   Nepal                       KEP  VNNG   28.1035995483  81.6669998169   540  5.75
Tribhuvan International Airport                        Kathmandu                   Nepal                       KTM  VNKT   27.6965999603  85.3591003418  4390  5.75
Lamidanda Airport                                      Lamidanda                   Nepal                       LDN  VNLD   27.2530994415  86.6699981689  4100  5.75
Lukla Airport                                          Lukla                       Nepal                       LUA  VNLK   27.6868991852  86.7296981812  9380  5.75
Meghauli Airport                                       Meghauli                    Nepal                       MEY  VNMG         27.5774       84.22875   600  5.75
Manang Airport                                         Manang                      Nepal                       NGX  VNMA   28.6413993835  84.0892028809 11001  5.75
Pokhara Airport                                        Pokhara                     Nepal                       PKR  VNPK   28.2008991241  83.9821014404  2712  5.75
Phaplu Airport                                         Phaplu                      Nepal                       PPL  VNPL   27.5177868809  86.5844535828  7918  5.75
Ramechhap Airport                                      Ramechhap                   Nepal                       RHP  VNRC   27.3939990997  86.0614013672  1555  5.75
Rukumkot Airport                                       Rukumkot                    Nepal                       RUK  VNRK   28.6270008087  82.1949996948  2500  5.75
Rumjatar Airport                                       Rumjatar                    Nepal                       RUM  VNRT   27.3034992218  86.5503997803  4500  5.75
Simara Airport                                         Simara                      Nepal                       SIF  VNSI   27.1595001221  84.9801025391   450  5.75
Surkhet Airport                                        Surkhet                     Nepal                       SKH  VNSK   28.5860004425  81.6360015869  2400  5.75
Syangboche Airport                                     Syangboche                  Nepal                       SYH  VNSB         27.8112        86.7124 12400  5.75
Tumling Tar Airport                                    Tumling Tar                 Nepal                       TMI  VNTR   27.3150005341  87.1932983398  1700  5.75
Taplejung Airport                                      Taplejung                   Nepal                       TPJ  VNTJ         27.3509       87.69525  7990  5.75
Almaty Airport                                         Alma-ata                    Kazakhstan                  ALA  UAAA   43.3521003723  77.0404968262  2234     6
Arkalyk North Airport                                  Arkalyk                     Kazakhstan                  AYK  UAUR   50.3185997009   66.952796936  1266     6
Bathpalathang Airport                                  Jakar                       Bhutan                      BUT  VQBT         27.5622        90.7471  8485     6
Balkhash Airport                                       Balkhash                    Kazakhstan                  BXH  UAAH   46.8932991028  75.0049972534  1446     6
Barisal Airport                                        Barisal                     Bangladesh                  BZL  VGBR   22.8010005951  90.3012008667    23     6
Shah Amanat International Airport                      Chittagong                  Bangladesh                  CGP  VGEG   22.2495994568  91.8133010864    12     6
Shymkent Airport                                       Chimkent                    Kazakhstan                  CIT  UAII    42.364200592  69.4788970947  1385     6
Cox's Bazar Airport                                    Cox's Bazar                 Bangladesh                  CXB  VGCB   21.4521999359  91.9638977051    12     6
Dhaka / Hazrat Shahjalal International Airport         Dhaka                       Bangladesh                  DAC  VGZR       23.843347      90.397783    30     6
Taraz Airport                                          Dzhambul                    Kazakhstan                  DMB  UADD   42.8535995483  71.3035964966  2184     6
Zhezkazgan Airport                                     Zhezkazgan                  Kazakhstan                  DZN  UAKD       47.708302      67.733299  1250     6
Manas International Airport                            Bishkek                     Kyrgyzstan                  FRU  UAFM   43.0612983704  74.4776000977  2058     6
Gelephu Airport                                        Gelephu                     Bhutan                      GLU  VQGP        26.88456       90.46412   980     6
Ishurdi Airport                                        Ishurdi                     Bangladesh                  IRD  VGIS   24.1525001526  89.0494003296    45     6
Jessore Airport                                        Jessore                     Bangladesh                  JSR  VGJR   23.1837997437  89.1607971191    20     6
Sary-Arka Airport                                      Karaganda                   Kazakhstan                  KGF  UAKK   49.6707992554  73.3343963623  1765     6
Kokshetau Airport                                      Kokshetau                   Kazakhstan                  KOV  UACK   53.3291015625  69.5945968628   900     6
Kostanay West Airport                                  Kostanay                    Kazakhstan                  KSN  UAUU   53.2069015503  63.5503005981   595     6
Kzyl-Orda Southwest Airport                            Kzyl-Orda                   Kazakhstan                  KZO  UAOO   44.7069015503  65.5924987793   433     6
Omsk Central Airport                                   Omsk                        Russia                      OMS  UNOO    54.966999054  73.3105010986   311     6
Osh Airport                                            Osh                         Kyrgyzstan                  OSS  UAFO   40.6090011597   72.793296814  2927     6
Paro Airport                                           Thimphu                     Bhutan                      PBH  VQPR   27.4032001495  89.4245986938  7332     6
Semipalatinsk Airport                                  Semiplatinsk                Kazakhstan                  PLX  UASS   50.3512992859  80.2343978882   761     6
Petropavlosk South Airport                             Petropavlosk                Kazakhstan                  PPK  UACP   54.7747001648  69.1838989258   453     6
Pavlodar Airport                                       Pavlodar                    Kazakhstan                  PWQ  UASP   52.1949996948  77.0738983154   410     6
Shah Mokhdum Airport                                   Rajshahi                    Bangladesh                  RJH  VGRJ   24.4372005463  88.6165008545    64     6
Saidpur Airport                                        Saidpur                     Bangladesh                  SPD  VGSD   25.7591991425  88.9088973999   125     6
Ak Bashat Airport                                      Taldykorgan                 Kazakhstan                  TDK  UAAT        42.88958      73.602004     0     6
Astana International Airport                           Tselinograd                 Kazakhstan                  TSE  UACC   51.0222015381  71.4669036865  1165     6
Ust-Kamennogorsk Airport                               Ust Kamenogorsk             Kazakhstan                  UKK  UASK   50.0365982056  82.4942016602   939     6
Osmany International Airport                           Sylhet Osmani               Bangladesh                  ZYL  VGSY   24.9631996155  91.8667984009    50     6
Sittwe Airport                                         Sittwe                      Burma                       AKY  VYSW   20.1326999664  92.8725967407    27   6.5
Banmaw Airport                                         Banmaw                      Burma                       BMO  VYBM   24.2689990997  97.2462005615   370   6.5
Pathein Airport                                        Pathein                     Burma                       BSX  VYPN   16.8152008057  94.7798995972    20   6.5
Cocos (Keeling) Islands Airport                        Cocos Keeling Island        Cocos (Keeling) Islands     CCK  YPCC  -12.1883001328  96.8339004517    10   6.5
Heho Airport                                           Heho                        Burma                       HEH  VYHH   20.7469997406  96.7919998169  3858   6.5
Kawthoung Airport                                      Kawthoung                   Burma                       KAW  VYKT   10.0493001938  98.5380020142   180   6.5
Kengtung Airport                                       Kengtung                    Burma                       KET  VYKG   21.3015995026  99.6360015869  2798   6.5
Kanti Airport                                          Khamti                      Burma                       KHM  VYKI   25.9883003235  95.6744003296  6000   6.5
Kalay Airport                                          Kalemyo                     Myanmar                     KMV  VYKL   23.1888008118  94.0511016846   499   6.5
Kyaukpyu Airport                                       Kyaukpyu                    Burma                       KYP  VYKP    19.426399231  93.5347976685    20   6.5
Loikaw Airport                                         Loikaw                      Burma                       LIW  VYLK   19.6914997101  97.2147979736  2940   6.5
Lashio Airport                                         Lashio                      Burma                       LSH  VYLS   22.9778995514  97.7521972656  2450   6.5
Mandalay International Airport                         Mandalay                    Burma                       MDL  VYMD   21.7021999359   95.977897644   300   6.5
Myeik Airport                                          Myeik                       Burma                       MGZ  VYME   12.4398002625  98.6214981079    75   6.5
Mawlamyine Airport                                     Mawlamyine                  Burma                       MNU  VYMM   16.4447002411   97.660697937    52   6.5
Mong Hsat Airport                                      Mong Hsat                   Burma                       MOG  VYMS   20.5167999268  99.2567977905  1875   6.5
Magway Airport                                         Magwe                       Burma                       MWQ  VYMW    20.165599823  94.9413986206   279   6.5
Myitkyina Airport                                      Myitkyina                   Burma                       MYT  VYMK    25.383600235  97.3518981934   475   6.5
Naypyidaw Airport                                      Naypyidaw                   Burma                       NYT  VYEL    19.623500824  96.2009963989   302   6.5
Bagan Airport                                          Bagan                       Burma                       NYU  VYBG   21.1788005829  94.9301986694   312   6.5
Putao Airport                                          Putao                       Burma                       PBU  VYPT   27.3299007416  97.4263000488  1500   6.5
Pakhokku Airport                                       Pakhokku                    Burma                       PKK  VYPU         21.4043       95.11125   151   6.5
Yangon International Airport                           Yangon                      Burma                       RGN  VYYY   16.9073009491  96.1332015991   109   6.5
Thandwe Airport                                        Thandwe                     Burma                       SNW  VYTD   18.4606990814  94.3001022339    20   6.5
Tachileik Airport                                      Tachilek                    Burma                       THL  VYTL   20.4838008881  99.9354019165  1280   6.5
Dawei Airport                                          Dawei                       Burma                       TVY  VYDW   14.1038999557  98.2035980225    84   6.5
Ye Airport                                             Ye                          Burma                       XYE  VYYE   15.3000001907  97.8669967651    30   6.5
Abakan Airport                                         Abakan                      Russia                      ABA  UNAA   53.7400016785  91.3850021362   831     7
Attopeu Airport                                        Attopeu                     Laos                        AOU  VLAP    14.814715357  106.821699142   344     7
Barnaul Airport                                        Barnaul                     Russia                      BAX  UNBB   53.3638000488  83.5384979248   837     7
Battambang Airport                                     Battambang                  Cambodia                    BBM  VDBG   13.0956001282 103.2239990234    59     7
Husein Sastranegara International Airport              Bandung                     Indonesia                   BDO  WICC   -6.9006299973 107.5759963989  2436     7
Buri Ram Airport                                       Buri Ram                    Thailand                    BFV  VTUO   15.2294998169 103.2529983521   590     7
Suvarnabhumi Airport                                   Bangkok                     Thailand                    BKK  VTBS   13.6810998917  100.747001648     5     7
Fatmawati Soekarno Airport                             Bengkulu                    Indonesia                   BKS  WIPL         -3.8637     102.338997    50     7
Buon Ma Thuot Airport                                  Buonmethuot                 Vietnam                     BMV  VVBM    12.668299675  108.120002747  1729     7
Hang Nadim International Airport                       Batam                       Indonesia                   BTH  WIDD     1.121029973  104.119003296   126     7
Sultan Iskandar Muda International Airport             Banda Aceh                  Indonesia                   BTJ  WITT     5.522872024  95.4206371307    65     7
Cà Mau Airport                                         Ca Mau                      Vietnam                     CAH  VVCM        9.177667     105.177778     6     7
Penggung Airport                                       Cirebon                     Indonesia                   CBN  WICD   -6.7561402321  108.540000916    89     7
Chiang Rai International Airport                       Chiang Rai                  Thailand                    CEI  VTCT    19.952299118  99.8828964233  1280     7
Soekarno-Hatta International Airport                   Jakarta                     Indonesia                   CGK  WIII   -6.1255698204   106.65599823    34     7
Chumphon Airport                                       Chumphon                    Thailand                    CJM  VTSE   10.7111997604  99.3617019653    18     7
Chiang Mai International Airport                       Chiang Mai                  Thailand                    CNX  VTCC   18.7667999268   98.962600708  1036     7
Tunggul Wulung Airport                                 Cilacap                     Indonesia                   CXP  WIHL   -7.6450600624  109.033996582    69     7
Cam Ranh Airport                                       Nha Trang                   Vietnam                     CXR  VVCR   11.9982004166   109.21900177    40     7
Da Nang International Airport                          Danang                      Vietnam                     DAD  VVDN   16.0438995361 108.1989974976    33     7
Dien Bien Phu Airport                                  Dienbienphu                 Vietnam                     DIN  VVDB   21.3974990845  103.008003235  1611     7
Sultan Thaha Airport                                   Jambi                       Indonesia                   DJB  WIPA   -1.6380200386 103.6439971924    82     7
Dikson Airport                                         Dikson                      Russia                      DKS  UODD   73.5178070068  80.3796691895    47     7
Lien Khuong Airport                                    Dalat                       Vietnam                     DLI  VVDL           11.75 108.3669967651  3156     7
Don Mueang International Airport                       Bangkok                     Thailand                    DMK  VTBD   13.9125995636  100.607002258     9     7
Silangit Airport                                       Siborong-Borong             Indonesia                   DTB  WIMN         2.25973      98.991898  4700     7
Pinang Kampai Airport                                  Dumai                       Indonesia                   DUM  WIBD         1.60919     101.433998    55     7
Yeniseysk Airport                                      Yeniseysk                   Russia                      EIE  UNII   58.4742012024  92.1125030518   253     7
Binaka Airport                                         Gunung Sitoli               Indonesia                   GNS  WIMB    1.1663800478  97.7046966553    20     7
Noi Bai International Airport                          Hanoi                       Vietnam                     HAN  VVNB    21.221200943 105.8069992065    39     7
Hat Yai International Airport                          Hat Yai                     Thailand                    HDY  VTSS    6.9332098961  100.392997742    90     7
Mae Hong Son Airport                                   Mae Hong Son                Thailand                    HGN  VTCH   19.3013000488  97.9757995605   929     7
Hua Hin Airport                                        Prachuap Khiri Khan         Thailand                    HHQ  VTPH   12.6361999512   99.951499939    62     7
Phuket International Airport                           Phuket                      Thailand                    HKT  VTSP    8.1132001877  98.3169021606    82     7
Halim Perdanakusuma International Airport              Jakarta                     Indonesia                   HLP  WIHH   -6.2666101456 106.8909988403    84     7
Cat Bi International Airport                           Haiphong                    Vietnam                     HPH  VVCI   20.8194007874 106.7249984741     6     7
Khatanga Airport                                       Khatanga                    Russia                      HTG  UOHH   71.9781036377 102.4909973145    95     7
Phu Bai Airport                                        Hue                         Vietnam                     HUI  VVPB   16.4015007019   107.70300293    48     7
Khovd Airport                                          Khovd                       Mongolia                    HVD  ZMKD   47.9541015625  91.6281967163  4898     7
Igarka Airport                                         Igarka                      Russia                      IAA  UOII   67.4372024536  86.6219024658    82     7
Adi Sutjipto International Airport                     Yogyakarta                  Indonesia                   JOG  WARJ   -7.7881798744 110.4319992065   350     7
Krabi Airport                                          Krabi                       Thailand                    KBV  VTSG    8.0991201401  98.9861984253    82     7
Kemerovo Airport                                       Kemorovo                    Russia                      KEJ  UNEE   55.2700996399  86.1072006226   863     7
Yemelyanovo Airport                                    Krasnoyarsk                 Russia                      KJA  UNKL   56.1729011536  92.4933013916   942     7
Khon Kaen Airport                                      Khon Kaen                   Thailand                    KKC  VTUK   16.4666004181  102.783996582   670     7
Kualanamu International Airport                        Medan                       Indonesia                   KNO  WIMM        3.642222      98.885278    23     7
Nakhon Phanom Airport                                  Nakhon Phanom               Thailand                    KOP  VTUW   17.3838005066 104.6429977417   587     7
Sihanoukville International Airport                    Sihanoukville               Cambodia                    KOS  VDSV     10.57970047  103.637001038    33     7
Ketapang(Rahadi Usman) Airport                         Ketapang                    Indonesia                   KTG  WIOK   -1.8166400194 109.9629974365    46     7
Kratie Airport                                         Kratie                      Cambodia                    KTI  VDKT   12.4879999161 106.0550003052     0     7
Dewadaru - Kemujan Island                              Karimunjawa                 Indonesia                   KWB  WARU        -5.80091      110.47838    35     7
Kyzyl Airport                                          Kyzyl                       Russia                      KYZ  UNKY   51.6693992615  94.4005966187  2123     7
Loei Airport                                           Loei                        Thailand                    LOE  VTUL   17.4391002655 101.7220001221   860     7
Luang Phabang International Airport                    Luang Prabang               Laos                        LPQ  VLLB   19.8973007202 102.1610031128   955     7
Lampang Airport                                        Lampang                     Thailand                    LPT  VTCL   18.2709007263  99.5042037964   811     7
Malikus Saleh Airport                                  Lhok Seumawe-Sumatra Island Indonesia                   LSW  WITM    5.2266798019   96.950302124    90     7
Luang Namtha Airport                                   Luang Namtha                Laos                        LXG  VLLN    20.966999054 101.4000015259  1968     7
Mae Sot Airport                                        Tak                         Thailand                    MAQ  VTPM   16.6998996735  98.5450973511   690     7
Seunagan Airport                                       Nagan Raya                  Indonesia                   MEQ  WITC            4.25  96.2170028687    10     7
Soewondo Air Force Base                                Medan                       Indonesia                   MES  WIMK        3.559167      98.671111   114     7
Abdul Rachman Saleh Airport                            Malang                      Indonesia                   MLG  WARA   -7.9265599251  112.714996338  1726     7
Tarempa Airport                                        Anambas Islands             Indonesia                   MWK  WIOM    3.3481199741 106.2580032349    10     7
Nakhon Ratchasima Airport                              Nakhon Ratchasima           Thailand                    NAK  VTUQ   14.9495000839   102.31300354   765     7
Narathiwat Airport                                     Narathiwat                  Thailand                    NAW  VTSC    6.5199198723 101.7429962158    16     7
Nha Trang Air Base                                     Nhatrang                    Vietnam                     NHA  VVNT         12.2275     109.192001    20     7
Nan Airport                                            Nan                         Thailand                    NNT  VTCN   18.8078994751 100.7829971313   685     7
Spichenkovo Airport                                    Novokuznetsk                Russia                      NOZ  UNWW   53.8114013672  86.8771972656  1024     7
Norilsk-Alykel Airport                                 Norilsk                     Russia                      NSK  UOOO   69.3110961914  87.3321990967   574     7
Nakhon Si Thammarat Airport                            Nakhon Si Thammarat         Thailand                    NST  VTSF    8.5396203995  99.9447021484    13     7
Ranai Airport                                          Ranai-Natuna Besar Island   Indonesia                   NTX  WION    3.9087100029 108.3880004883     7     7
Oudomsay Airport                                       Muang Xay                   Laos                        ODY  VLOS   20.6826992035 101.9940032959  1804     7
Ban Huoeisay Airport                                   Huay Xai                    Laos                        OUI  VLHS   20.2572994232   100.43699646  1380     7
Tolmachevo Airport                                     Novosibirsk                 Russia                      OVB  UNNT   55.0125999451  82.6507034302   365     7
Pattani Airport                                        Pattani                     Thailand                    PAN  VTSK    6.7854599953 101.1539993286     8     7
Pondok Cabe Air Base                                   Jakarta                     Indonesia                   PCB  WIHP   -6.3369598389 106.7649993896   200     7
Tabing Airport                                         Padang                      Indonesia                   PDG  WIMG   -0.8749889731  100.351997375     9     7
Pendopo Airport                                        Talang Gudang-Sumatra IslandIndonesia                   PDO  WIPQ   -3.2860701084 103.8799972534   184     7
Pangkal Pinang (Depati Amir) Airport                   Pangkal Pinang              Indonesia                   PGK  WIPK   -2.1621999741  106.138999939   109     7
Phan Rang Airport                                      Phan Rang                   Vietnam                     PHA  VVPR   11.6335000992  108.952003479   101     7
Phitsanulok Airport                                    Phitsanulok                 Thailand                    PHS  VTPP   16.7828998566 100.2789993286   154     7
Phetchabun Airport                                     Phetchabun                  Thailand                    PHY  VTPB   16.6760005951  101.194999695   450     7
Iskandar Airport                                       Pangkalan Bun               Indonesia                   PKN  WAOI   -2.7051999569  111.672996521    75     7
Sultan Syarif Kasim Ii (Simpang Tiga) Airport          Pekanbaru                   Indonesia                   PKU  WIBB    0.4607860148 101.4449996948   102     7
Tjilik Riwut Airport                                   Palangkaraya                Indonesia                   PKY  WAOP   -2.2251300812  113.943000793    82     7
Pakse International Airport                            Pakse                       Laos                        PKZ  VLPS   15.1321001053   105.78099823   351     7
Sultan Mahmud Badaruddin II Airport                    Palembang                   Indonesia                   PLM  WIPP    -2.898250103 104.6999969482    49     7
Phnom Penh International Airport                       Phnom-penh                  Cambodia                    PNH  VDPP   11.5466003418   104.84400177    40     7
Supadio Airport                                        Pontianak                   Indonesia                   PNK  WIOO       -0.150711 109.4039993286    10     7
Phu Quoc International Airport                         Phuquoc                     Vietnam                     PQC  VVPQ         10.1698       103.9931    37     7
Phrae Airport                                          Phrae                       Thailand                    PRH  VTCP   18.1322002411 100.1650009155   538     7
Pangsuma Airport                                       Putussibau-Borneo Island    Indonesia                   PSU  WIOP    0.8355780244   112.93699646   297     7
Pleiku Airport                                         Pleiku                      Vietnam                     PXU  VVPK   14.0045003891  108.016998291  2434     7
Mae Hong Son Airport                                   Pai                         Thailand                    PYY  VTCI   19.3719997406    98.43699646  1271     7
Ratanakiri Airport                                     Ratanakiri                  Cambodia                    RBE  VDRK   13.7299995422 106.9869995117     0     7
